Unique_ID,Protein.Accession,Gene,Protein.Full.Name,Entry,Entry.name,Status,Protein.names,Gene.names,Organism,Gene.ontology.GO,Gene.ontology.IDs,ID,Protein.Accession1
Spis_Protein67,A0A2B4R5K5,CYLD,Ubiquitin carboxyl-terminal hydrolase CYLD,A0A2B4R5K5,A0A2B4R5K5_STYPI,unreviewed,Ubiquitin carboxyl-terminal hydrolase CYLD,CYLD AWC38_SpisGene24377,Stylophora pistillata (Smooth cauliflower coral),microtubule organizing center [GO:0005815]; perinuclear region of cytoplasm [GO:0048471]; hydrolase activity [GO:0016787],GO:0005815; GO:0016787; GO:0048471,A0A2B4R5K5,A0A2B4R5K5
Spis_Protein68,A0A2B4R5L9,mdh1,"Malate dehydrogenase, cytoplasmic (Fragment)",A0A2B4R5L9,A0A2B4R5L9_STYPI,unreviewed,"Malate dehydrogenase, cytoplasmic (Fragment)",mdh1 AWC38_SpisGene24502,Stylophora pistillata (Smooth cauliflower coral),malate dehydrogenase activity [GO:0016615]; malate metabolic process [GO:0006108],GO:0006108; GO:0016615,A0A2B4R5L9,A0A2B4R5L9
Spis_Protein69,A0A2B4R5M6,ANK3,Ankyrin-3,A0A2B4R5M6,A0A2B4R5M6_STYPI,unreviewed,Ankyrin-3,ANK3 AWC38_SpisGene24514,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4R5M6,A0A2B4R5M6
Spis_Protein70,A0A2B4R5N6,HMGCS1,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic (Fragment)",A0A2B4R5N6,A0A2B4R5N6_STYPI,unreviewed,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic (Fragment)",HMGCS1 AWC38_SpisGene24606,Stylophora pistillata (Smooth cauliflower coral),hydroxymethylglutaryl-CoA synthase activity [GO:0004421]; isoprenoid biosynthetic process [GO:0008299],GO:0004421; GO:0008299,A0A2B4R5N6,A0A2B4R5N6
Spis_Protein71,A0A2B4R5R2,AWC38_SpisGene23927,Uncharacterized protein,A0A2B4R5R2,A0A2B4R5R2_STYPI,unreviewed,Uncharacterized protein,AWC38_SpisGene23927,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4R5R2,A0A2B4R5R2
Spis_Protein72,A0A2B4R5R3,Ptprd,Receptor-type tyrosine-protein phosphatase delta,A0A2B4R5R3,A0A2B4R5R3_STYPI,unreviewed,Protein-tyrosine-phosphatase (EC 3.1.3.48),Ptprd AWC38_SpisGene23541,Stylophora pistillata (Smooth cauliflower coral),protein tyrosine phosphatase activity [GO:0004725],GO:0004725,A0A2B4R5R3,A0A2B4R5R3
Spis_Protein73,A0A2B4R5S6,Dmap1,DNA methyltransferase 1-associated protein 1,A0A2B4R5S6,A0A2B4R5S6_STYPI,unreviewed,DNA methyltransferase 1-associated protein 1,Dmap1 AWC38_SpisGene24453,Stylophora pistillata (Smooth cauliflower coral),"NuA4 histone acetyltransferase complex [GO:0035267]; methyltransferase activity [GO:0008168]; chromatin remodeling [GO:0006338]; DNA repair [GO:0006281]; histone H2A acetylation [GO:0043968]; histone H4 acetylation [GO:0043967]; methylation [GO:0032259]; negative regulation of transcription, DNA-templated [GO:0045892]",GO:0006281; GO:0006338; GO:0008168; GO:0032259; GO:0035267; GO:0043967; GO:0043968; GO:0045892,A0A2B4R5S6,A0A2B4R5S6
Spis_Protein74,A0A2B4R5S8,Ptprq,Phosphatidylinositol phosphatase PTPRQ (Fragment),A0A2B4R5S8,A0A2B4R5S8_STYPI,unreviewed,Phosphatidylinositol phosphatase PTPRQ (Fragment),Ptprq AWC38_SpisGene24427,Stylophora pistillata (Smooth cauliflower coral),membrane [GO:0016020]; scavenger receptor activity [GO:0005044],GO:0005044; GO:0016020,A0A2B4R5S8,A0A2B4R5S8
Spis_Protein75,A0A2B4R5V1,AWC38_SpisGene24595,Uncharacterized protein,A0A2B4R5V1,A0A2B4R5V1_STYPI,unreviewed,Uncharacterized protein,AWC38_SpisGene24595,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4R5V1,A0A2B4R5V1
Spis_Protein76,A0A2B4R5W4,AWC38_SpisGene24505,Uncharacterized protein,A0A2B4R5W4,A0A2B4R5W4_STYPI,unreviewed,Uncharacterized protein,AWC38_SpisGene24505,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4R5W4,A0A2B4R5W4
Spis_Protein77,A0A2B4R5W5,RTN4,Reticulon-like protein,A0A2B4R5W5,A0A2B4R5W5_STYPI,unreviewed,Reticulon-like protein,RTN4 AWC38_SpisGene23877,Stylophora pistillata (Smooth cauliflower coral),endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021],GO:0005789; GO:0016021,A0A2B4R5W5,A0A2B4R5W5
Spis_Protein78,A0A2B4R5Y8,LanB2,Laminin subunit gamma-1,A0A2B4R5Y8,A0A2B4R5Y8_STYPI,unreviewed,Laminin subunit gamma-1,LanB2 AWC38_SpisGene22126,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4R5Y8,A0A2B4R5Y8
Spis_Protein79,A0A2B4R630,DNAH7,"Dynein heavy chain 7, axonemal",A0A2B4R630,A0A2B4R630_STYPI,unreviewed,"Dynein heavy chain 7, axonemal",DNAH7 AWC38_SpisGene22843,Stylophora pistillata (Smooth cauliflower coral),microtubule motor activity [GO:0003777]; microtubule-based movement [GO:0007018],GO:0003777; GO:0007018,A0A2B4R630,A0A2B4R630
Spis_Protein80,A0A2B4R631,CNTN1,Contactin-1 (Fragment),A0A2B4R631,A0A2B4R631_STYPI,unreviewed,Contactin-1 (Fragment),CNTN1 AWC38_SpisGene24167,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021],GO:0016021,A0A2B4R631,A0A2B4R631
Spis_Protein81,A0A2B4R639,UBXN4,UBX domain-containing protein 4,A0A2B4R639,A0A2B4R639_STYPI,unreviewed,UBX domain-containing protein 4,UBXN4 AWC38_SpisGene23381,Stylophora pistillata (Smooth cauliflower coral),ATP binding [GO:0005524]; nucleic acid binding [GO:0003676],GO:0003676; GO:0005524,A0A2B4R639,A0A2B4R639
Spis_Protein82,A0A2B4R661,K12H4.7,Putative serine protease K12H4.7,A0A2B4R661,A0A2B4R661_STYPI,unreviewed,Putative serine protease K12H4.7,K12H4.7 AWC38_SpisGene22052,Stylophora pistillata (Smooth cauliflower coral),serine-type peptidase activity [GO:0008236],GO:0008236,A0A2B4R661,A0A2B4R661
Spis_Protein83,A0A2B4R687,NEGR1,Neuronal growth regulator 1 (Fragment),A0A2B4R687,A0A2B4R687_STYPI,unreviewed,Neuronal growth regulator 1 (Fragment),NEGR1 AWC38_SpisGene24357,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021]; ATP binding [GO:0005524],GO:0005524; GO:0016021,A0A2B4R687,A0A2B4R687
Spis_Protein84,A0A2B4R6B9,Ephb1,Ephrin type-B receptor 1 (Fragment),A0A2B4R6B9,A0A2B4R6B9_STYPI,unreviewed,Receptor protein-tyrosine kinase (EC 2.7.10.1) (Fragment),Ephb1 AWC38_SpisGene24321,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; transmembrane receptor protein tyrosine kinase activity [GO:0004714],GO:0004714; GO:0005524; GO:0016021,A0A2B4R6B9,A0A2B4R6B9
Spis_Protein85,A0A2B4R6C0,Matn1,Cartilage matrix protein (Fragment),A0A2B4R6C0,A0A2B4R6C0_STYPI,unreviewed,Cartilage matrix protein (Fragment),Matn1 AWC38_SpisGene22746,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4R6C0,A0A2B4R6C0
Spis_Protein86,A0A2B4R6C8,AWC38_SpisGene21977,Death domain-containing protein,A0A2B4R6C8,A0A2B4R6C8_STYPI,unreviewed,Death domain-containing protein,AWC38_SpisGene21977,Stylophora pistillata (Smooth cauliflower coral),signal transduction [GO:0007165],GO:0007165,A0A2B4R6C8,A0A2B4R6C8
Spis_Protein87,A0A2B4R6D3,nphp3,Nephrocystin-3,A0A2B4R6D3,A0A2B4R6D3_STYPI,unreviewed,Nephrocystin-3,nphp3 AWC38_SpisGene23698,Stylophora pistillata (Smooth cauliflower coral),kinesin complex [GO:0005871]; microtubule [GO:0005874]; microtubule motor activity [GO:0003777],GO:0003777; GO:0005871; GO:0005874,A0A2B4R6D3,A0A2B4R6D3
Spis_Protein88,A0A2B4R6D5,pol,Pro-Pol polyprotein,A0A2B4R6D5,A0A2B4R6D5_STYPI,unreviewed,Pro-Pol polyprotein,pol AWC38_SpisGene24361,Stylophora pistillata (Smooth cauliflower coral),nucleic acid binding [GO:0003676]; DNA integration [GO:0015074],GO:0003676; GO:0015074,A0A2B4R6D5,A0A2B4R6D5
Spis_Protein89,A0A2B4R6D6,AWC38_SpisGene21971,V-type proton ATPase subunit C,A0A2B4R6D6,A0A2B4R6D6_STYPI,unreviewed,V-type proton ATPase subunit C,AWC38_SpisGene21971,Stylophora pistillata (Smooth cauliflower coral),"proton-transporting V-type ATPase, V1 domain [GO:0033180]; proton transmembrane transporter activity [GO:0015078]",GO:0015078; GO:0033180,A0A2B4R6D6,A0A2B4R6D6
Spis_Protein90,A0A2B4R6H4,Tmpo,"Lamina-associated polypeptide 2, isoforms beta/delta/epsilon/gamma",A0A2B4R6H4,A0A2B4R6H4_STYPI,unreviewed,"Lamina-associated polypeptide 2, isoforms beta/delta/epsilon/gamma",Tmpo AWC38_SpisGene22697,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021]; nucleus [GO:0005634]; DNA binding [GO:0003677],GO:0003677; GO:0005634; GO:0016021,A0A2B4R6H4,A0A2B4R6H4
Spis_Protein91,A0A2B4R6Q6,Ipo4,Importin-4,A0A2B4R6Q6,A0A2B4R6Q6_STYPI,unreviewed,Importin-4,Ipo4 AWC38_SpisGene23909,Stylophora pistillata (Smooth cauliflower coral),cytoplasm [GO:0005737]; protein import into nucleus [GO:0006606],GO:0005737; GO:0006606,A0A2B4R6Q6,A0A2B4R6Q6
Spis_Protein92,A0A2B4R6R1,Rragc,Ras-related GTP-binding protein C,A0A2B4R6R1,A0A2B4R6R1_STYPI,unreviewed,Ras-related GTP-binding protein C,Rragc AWC38_SpisGene23536,Stylophora pistillata (Smooth cauliflower coral),GTP binding [GO:0005525],GO:0005525,A0A2B4R6R1,A0A2B4R6R1
Spis_Protein93,A0A2B4R6T6,Rtf1,RNA polymerase-associated protein RTF1-like,A0A2B4R6T6,A0A2B4R6T6_STYPI,unreviewed,RNA polymerase-associated protein RTF1-like,Rtf1 AWC38_SpisGene21806,Stylophora pistillata (Smooth cauliflower coral),DNA binding [GO:0003677],GO:0003677,A0A2B4R6T6,A0A2B4R6T6
Spis_Protein94,A0A2B4R6U3,KCTD21,BTB/POZ domain-containing protein KCTD21,A0A2B4R6U3,A0A2B4R6U3_STYPI,unreviewed,BTB/POZ domain-containing protein KCTD21,KCTD21 AWC38_SpisGene23984,Stylophora pistillata (Smooth cauliflower coral),protein homooligomerization [GO:0051260],GO:0051260,A0A2B4R6U3,A0A2B4R6U3
Spis_Protein95,A0A2B4R6V5,rps8,40S ribosomal protein S8,A0A2B4R6V5,A0A2B4R6V5_STYPI,unreviewed,40S ribosomal protein S8,rps8 AWC38_SpisGene23481,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412],GO:0003735; GO:0005840; GO:0006412; GO:0016021,A0A2B4R6V5,A0A2B4R6V5
Spis_Protein96,A0A2B4R714,shkA,Dual specificity protein kinase shkA,A0A2B4R714,A0A2B4R714_STYPI,unreviewed,Dual specificity protein kinase shkA,shkA AWC38_SpisGene23401,Stylophora pistillata (Smooth cauliflower coral),ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674],GO:0004674; GO:0005524,A0A2B4R714,A0A2B4R714
Spis_Protein97,A0A2B4R715,Fat4,Protocadherin Fat 4 (Fragment),A0A2B4R715,A0A2B4R715_STYPI,unreviewed,Protocadherin Fat 4 (Fragment),Fat4 AWC38_SpisGene23930,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4R715,A0A2B4R715
Spis_Protein98,A0A2B4R732,AWC38_SpisGene21712,PHB domain-containing protein,A0A2B4R732,A0A2B4R732_STYPI,unreviewed,PHB domain-containing protein,AWC38_SpisGene21712,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4R732,A0A2B4R732
Spis_Protein99,A0A2B4R740,MRPL38,"39S ribosomal protein L38, mitochondrial",A0A2B4R740,A0A2B4R740_STYPI,unreviewed,"39S ribosomal protein L38, mitochondrial",MRPL38 AWC38_SpisGene22457,Stylophora pistillata (Smooth cauliflower coral),ribosome [GO:0005840],GO:0005840,A0A2B4R740,A0A2B4R740
Spis_Protein100,A0A2B4R745,moxd2,DBH-like monooxygenase protein 2-like (Fragment),A0A2B4R745,A0A2B4R745_STYPI,unreviewed,DBH-like monooxygenase protein 2-like (Fragment),moxd2 AWC38_SpisGene24051,Stylophora pistillata (Smooth cauliflower coral),dopamine beta-monooxygenase activity [GO:0004500],GO:0004500,A0A2B4R745,A0A2B4R745
Spis_Protein101,A0A2B4R760,kctd6,BTB/POZ domain-containing protein KCTD6,A0A2B4R760,A0A2B4R760_STYPI,unreviewed,BTB/POZ domain-containing protein KCTD6,kctd6 AWC38_SpisGene21678,Stylophora pistillata (Smooth cauliflower coral),protein homooligomerization [GO:0051260],GO:0051260,A0A2B4R760,A0A2B4R760
Spis_Protein102,A0A2B4R776,SSB,Lupus La protein,A0A2B4R776,A0A2B4R776_STYPI,unreviewed,Lupus La protein,SSB AWC38_SpisGene24013,Stylophora pistillata (Smooth cauliflower coral),nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; RNA binding [GO:0003723]; RNA processing [GO:0006396],GO:0003723; GO:0005634; GO:0006396; GO:1990904,A0A2B4R776,A0A2B4R776
Spis_Protein103,A0A2B4R799,4CL1,4-coumarate--CoA ligase 1,A0A2B4R799,A0A2B4R799_STYPI,unreviewed,4-coumarate--CoA ligase 1,4CL1 AWC38_SpisGene21637,Stylophora pistillata (Smooth cauliflower coral),ligase activity [GO:0016874],GO:0016874,A0A2B4R799,A0A2B4R799
Spis_Protein104,A0A2B4R7C9,HMCN1,Hemicentin-1,A0A2B4R7C9,A0A2B4R7C9_STYPI,unreviewed,Hemicentin-1,HMCN1 AWC38_SpisGene23262,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021]; scavenger receptor activity [GO:0005044],GO:0005044; GO:0016021,A0A2B4R7C9,A0A2B4R7C9
Spis_Protein105,A0A2B4R7E1,Hpd,4-hydroxyphenylpyruvate dioxygenase,A0A2B4R7E1,A0A2B4R7E1_STYPI,unreviewed,4-hydroxyphenylpyruvate dioxygenase,Hpd AWC38_SpisGene21591,Stylophora pistillata (Smooth cauliflower coral),4-hydroxyphenylpyruvate dioxygenase activity [GO:0003868]; aromatic amino acid family metabolic process [GO:0009072],GO:0003868; GO:0009072,A0A2B4R7E1,A0A2B4R7E1
Spis_Protein106,A0A2B4R7G6,AWC38_SpisGene23867,Uncharacterized protein,A0A2B4R7G6,A0A2B4R7G6_STYPI,unreviewed,Uncharacterized protein,AWC38_SpisGene23867,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4R7G6,A0A2B4R7G6
Spis_Protein107,A0A2B4R7I1,RNGTT,mRNA-capping enzyme,A0A2B4R7I1,A0A2B4R7I1_STYPI,unreviewed,mRNA-capping enzyme [Includes: Polynucleotide 5'-triphosphatase (EC 3.1.3.33); mRNA guanylyltransferase (EC 2.7.7.50) (GTP--RNA guanylyltransferase) (GTase)],RNGTT AWC38_SpisGene23603,Stylophora pistillata (Smooth cauliflower coral),host cell nucleus [GO:0042025]; nucleus [GO:0005634]; GTP binding [GO:0005525]; mRNA guanylyltransferase activity [GO:0004484]; polynucleotide 5'-phosphatase activity [GO:0004651]; protein tyrosine phosphatase activity [GO:0004725]; protein tyrosine/serine/threonine phosphatase activity [GO:0008138]; 7-methylguanosine mRNA capping [GO:0006370],GO:0004484; GO:0004651; GO:0004725; GO:0005525; GO:0005634; GO:0006370; GO:0008138; GO:0042025,A0A2B4R7I1,A0A2B4R7I1
Spis_Protein108,A0A2B4R7P8,AWC38_SpisGene22754,EF-hand domain-containing protein,A0A2B4R7P8,A0A2B4R7P8_STYPI,unreviewed,EF-hand domain-containing protein,AWC38_SpisGene22754,Stylophora pistillata (Smooth cauliflower coral),calcium ion binding [GO:0005509],GO:0005509,A0A2B4R7P8,A0A2B4R7P8
Spis_Protein109,A0A2B4R7R8,AWC38_SpisGene21471,Uncharacterized protein,A0A2B4R7R8,A0A2B4R7R8_STYPI,unreviewed,Uncharacterized protein,AWC38_SpisGene21471,Stylophora pistillata (Smooth cauliflower coral),signal transduction [GO:0007165],GO:0007165,A0A2B4R7R8,A0A2B4R7R8
Spis_Protein110,A0A2B4R7S7,Klhl28,Kelch-like protein 28,A0A2B4R7S7,A0A2B4R7S7_STYPI,unreviewed,Kelch-like protein 28,Klhl28 AWC38_SpisGene23646,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4R7S7,A0A2B4R7S7
Spis_Protein111,A0A2B4R7S8,ATHL1,Acid trehalase-like protein 1,A0A2B4R7S8,A0A2B4R7S8_STYPI,unreviewed,Acid trehalase-like protein 1,ATHL1 AWC38_SpisGene22723,Stylophora pistillata (Smooth cauliflower coral),catalytic activity [GO:0003824]; carbohydrate metabolic process [GO:0005975],GO:0003824; GO:0005975,A0A2B4R7S8,A0A2B4R7S8
Spis_Protein112,A0A2B4R7T6,Ngef,Ephexin-1,A0A2B4R7T6,A0A2B4R7T6_STYPI,unreviewed,Ephexin-1,Ngef AWC38_SpisGene22711,Stylophora pistillata (Smooth cauliflower coral),guanyl-nucleotide exchange factor activity [GO:0005085],GO:0005085,A0A2B4R7T6,A0A2B4R7T6
Spis_Protein113,A0A2B4R7U7,atpD,ATP synthase subunit beta,A0A2B4R7U7,A0A2B4R7U7_STYPI,unreviewed,ATP synthase subunit beta (EC 7.1.2.2),atpD AWC38_SpisGene22702,Stylophora pistillata (Smooth cauliflower coral),"proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]",GO:0005524; GO:0045261; GO:0046933; GO:0046961,A0A2B4R7U7,A0A2B4R7U7
Spis_Protein114,A0A2B4R7W5,chonabc,Chondroitin sulfate ABC exolyase,A0A2B4R7W5,A0A2B4R7W5_STYPI,unreviewed,Chondroitin sulfate ABC exolyase,chonabc AWC38_SpisGene23436,Stylophora pistillata (Smooth cauliflower coral),extracellular region [GO:0005576]; carbohydrate binding [GO:0030246]; chondroitin ABC lyase activity [GO:0047486]; carbohydrate metabolic process [GO:0005975]; glycosaminoglycan catabolic process [GO:0006027],GO:0005576; GO:0005975; GO:0006027; GO:0030246; GO:0047486,A0A2B4R7W5,A0A2B4R7W5
Spis_Protein115,A0A2B4R7Y3,PDXK,Pyridoxal kinase,A0A2B4R7Y3,A0A2B4R7Y3_STYPI,unreviewed,Pyridoxal kinase (EC 2.7.1.35) (Pyridoxine kinase),PDXK AWC38_SpisGene23575,Stylophora pistillata (Smooth cauliflower coral),pyridoxal kinase activity [GO:0008478]; pyridoxal 5'-phosphate salvage [GO:0009443],GO:0008478; GO:0009443,A0A2B4R7Y3,A0A2B4R7Y3
Spis_Protein116,A0A2B4R7Y6,DENR,Density-regulated protein,A0A2B4R7Y6,A0A2B4R7Y6_STYPI,unreviewed,Density-regulated protein,DENR AWC38_SpisGene22131,Stylophora pistillata (Smooth cauliflower coral),translation initiation factor activity [GO:0003743],GO:0003743,A0A2B4R7Y6,A0A2B4R7Y6
Spis_Protein117,A0A2B4R815,AWC38_SpisGene22094,Phospholipase A(2),A0A2B4R815,A0A2B4R815_STYPI,unreviewed,Phospholipase A2 (EC 3.1.1.4),AWC38_SpisGene22094,Stylophora pistillata (Smooth cauliflower coral),"extracellular region [GO:0005576]; calcium ion binding [GO:0005509]; phospholipase A2 activity [GO:0004623]; phospholipase A2 activity (consuming 1,2-dipalmitoylphosphatidylcholine) [GO:0102567]; phospholipase A2 activity consuming 1,2-dioleoylphosphatidylethanolamine) [GO:0102568]; arachidonic acid secretion [GO:0050482]; lipid catabolic process [GO:0016042]; phospholipid metabolic process [GO:0006644]",GO:0004623; GO:0005509; GO:0005576; GO:0006644; GO:0016042; GO:0050482; GO:0102567; GO:0102568,A0A2B4R815,A0A2B4R815
Spis_Protein118,A0A2B4R820,Minpp1,Multiple inositol polyphosphate phosphatase 1,A0A2B4R820,A0A2B4R820_STYPI,unreviewed,"2,3-bisphosphoglycerate 3-phosphatase (EC 3.1.3.62) (EC 3.1.3.80) (Multiple inositol polyphosphate phosphatase 1)",Minpp1 AWC38_SpisGene22991,Stylophora pistillata (Smooth cauliflower coral),bisphosphoglycerate 3-phosphatase activity [GO:0034417]; inositol hexakisphosphate 2-phosphatase activity [GO:0052826],GO:0034417; GO:0052826,A0A2B4R820,A0A2B4R820
Spis_Protein119,A0A2B4R858,ATL1,Atlastin-1,A0A2B4R858,A0A2B4R858_STYPI,unreviewed,Atlastin-1,ATL1 AWC38_SpisGene23656,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021]; GTP binding [GO:0005525]; GTPase activity [GO:0003924],GO:0003924; GO:0005525; GO:0016021,A0A2B4R858,A0A2B4R858
Spis_Protein120,A0A2B4R875,Ece1,Endothelin-converting enzyme 1,A0A2B4R875,A0A2B4R875_STYPI,unreviewed,Endothelin-converting enzyme 1,Ece1 AWC38_SpisGene22035,Stylophora pistillata (Smooth cauliflower coral),metalloendopeptidase activity [GO:0004222],GO:0004222,A0A2B4R875,A0A2B4R875
Spis_Protein121,A0A2B4R8A2,Svep1,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1",A0A2B4R8A2,A0A2B4R8A2_STYPI,unreviewed,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1",Svep1 AWC38_SpisGene21246,Stylophora pistillata (Smooth cauliflower coral),calcium ion binding [GO:0005509],GO:0005509,A0A2B4R8A2,A0A2B4R8A2
Spis_Protein122,A0A2B4R8A7,SLC37A2,Sugar phosphate exchanger 2,A0A2B4R8A7,A0A2B4R8A7_STYPI,unreviewed,Sugar phosphate exchanger 2,SLC37A2 AWC38_SpisGene22000,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857],GO:0016021; GO:0022857,A0A2B4R8A7,A0A2B4R8A7
Spis_Protein123,A0A2B4R8A8,Edil3,EGF-like repeat and discoidin I-like domain-containing protein 3,A0A2B4R8A8,A0A2B4R8A8_STYPI,unreviewed,EGF-like repeat and discoidin I-like domain-containing protein 3,Edil3 AWC38_SpisGene22540,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021],GO:0016021,A0A2B4R8A8,A0A2B4R8A8
Spis_Protein124,A0A2B4R8C7,Lrsam1,E3 ubiquitin-protein ligase LRSAM1,A0A2B4R8C7,A0A2B4R8C7_STYPI,unreviewed,E3 ubiquitin-protein ligase LRSAM1,Lrsam1 AWC38_SpisGene23245,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4R8C7,A0A2B4R8C7
Spis_Protein125,A0A2B4R8D9,Ttc28,Tetratricopeptide repeat protein 28 (Fragment),A0A2B4R8D9,A0A2B4R8D9_STYPI,unreviewed,Tetratricopeptide repeat protein 28 (Fragment),Ttc28 AWC38_SpisGene23380,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4R8D9,A0A2B4R8D9
Spis_Protein126,A0A2B4R8E0,MATN3,Matrilin-3,A0A2B4R8E0,A0A2B4R8E0_STYPI,unreviewed,Matrilin-3,MATN3 AWC38_SpisGene22851,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4R8E0,A0A2B4R8E0
Spis_Protein127,A0A2B4R8E5,bcpC,Phosphonopyruvate decarboxylase,A0A2B4R8E5,A0A2B4R8E5_STYPI,unreviewed,2-hydroxyacyl-CoA lyase 2 (IlvB-like protein),bcpC AWC38_SpisGene21217,Stylophora pistillata (Smooth cauliflower coral),magnesium ion binding [GO:0000287]; phosphonopyruvate decarboxylase activity [GO:0033980]; thiamine pyrophosphate binding [GO:0030976]; organic phosphonate biosynthetic process [GO:0032923],GO:0000287; GO:0030976; GO:0032923; GO:0033980,A0A2B4R8E5,A0A2B4R8E5
Spis_Protein128,A0A2B4R8F3,SHOC2,Leucine-rich repeat protein SHOC-2,A0A2B4R8F3,A0A2B4R8F3_STYPI,unreviewed,Leucine-rich repeat protein SHOC-2,SHOC2 AWC38_SpisGene23467,Stylophora pistillata (Smooth cauliflower coral),catalytic activity [GO:0003824]; nucleoside metabolic process [GO:0009116],GO:0003824; GO:0009116,A0A2B4R8F3,A0A2B4R8F3
Spis_Protein129,A0A2B4R8F6,d2hgdh,"D-2-hydroxyglutarate dehydrogenase, mitochondrial",A0A2B4R8F6,A0A2B4R8F6_STYPI,unreviewed,"D-2-hydroxyglutarate dehydrogenase, mitochondrial",d2hgdh AWC38_SpisGene22486,Stylophora pistillata (Smooth cauliflower coral),FAD binding [GO:0071949]; oxidoreductase activity [GO:0016491],GO:0016491; GO:0071949,A0A2B4R8F6,A0A2B4R8F6
Spis_Protein130,A0A2B4R8J1,UNC45A,Protein unc-45-like A,A0A2B4R8J1,A0A2B4R8J1_STYPI,unreviewed,Protein unc-45-like A,UNC45A AWC38_SpisGene23480,Stylophora pistillata (Smooth cauliflower coral),cytoplasm [GO:0005737]; cell differentiation [GO:0030154]; muscle organ development [GO:0007517],GO:0005737; GO:0007517; GO:0030154,A0A2B4R8J1,A0A2B4R8J1
Spis_Protein131,A0A2B4R8J4,Trpv5,Transient receptor potential cation channel subfamily V member 5,A0A2B4R8J4,A0A2B4R8J4_STYPI,unreviewed,Transient receptor potential cation channel subfamily V member 5,Trpv5 AWC38_SpisGene22801,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021]; ion channel activity [GO:0005216],GO:0005216; GO:0016021,A0A2B4R8J4,A0A2B4R8J4
